plot_aspect_ratio,plot_obb_ratio,plot_interior_angle_sum,plot_label,plot_geometry_wkt,is_rectangle,is_flag,is_trapezoid,is_triangle
1.4902563360268435,0.5414939804287882,826.4903899277708,5,"POLYGON ((202713.42 446775.65, 202716.18 446777.66, 202716.64 446779.49, 202717.7 446779.45, 202718.332 446785.203, 202719.1 446793.59, 202726.701 446793.98, 202729.384 446778.311, 202713.42 446775.65))",0,0,0,0
1.3132618715796796,0.5455557368262647,717.0787838230688,5,"POLYGON ((203148.11 447174.83, 203149.17 447176.75, 203152.39 447188.6, 203162.17 447186.02, 203157.42 447168.84, 203134.983 447174.575, 203136.082 447178.43, 203148.11 447174.83))",0,0,0,0
1.8395629990199318,0.5679600040828894,718.4505395325078,5,"POLYGON ((203053.517 447138.421, 203068.36 447134.79, 203064.54 447120.79, 203061.043 447107.472, 203058.025 447108.312, 203062.013 447122.603, 203050.06 447125.888, 203053.517 447138.421))",0,0,0,0
2.0532962104247345,0.5899118879098901,715.9676681487588,5,"POLYGON ((203244.57 446894.8, 203258.89 446896.07, 203261.01 446880.46, 203252.47 446879.8, 203253.725 446865.18, 203251.007 446864.924, 203249.86 446879.59, 203246.15 446879.2, 203244.57 446894.8))",0,0,0,0
2.869076311752331,0.5523989608419784,889.4645780423552,5,"POLYGON ((203806.125 444834.375, 203822.421875 444830.59375, 203822.015625 444828.4375, 203819.5625 444817.53125, 203799.96875 444822.46875, 203800.1875 444823.21875, 203782.34375 444826.65625, 203783.03125 444829.59375, 203804.015625 444824.9375, 203806.125 444834.375))",0,0,0,0
1.8037002338891346,0.46912581806897535,1436.8677004648835,5,"POLYGON ((204025.75 444755.875, 204029.234375 444753.6875, 204019.90625 444738.3125, 204005.875 444732.65625, 204004.65625 444732.84375, 204003.59375 444733.125, 203991.484375 444740.96875, 203996.6875 444749.28125, 203999.65625 444753.65625, 204016.140625 444743.125, 204018.40625 444743.65625, 204025.75 444755.875))",0,0,0,0
1.6477755906377933,0.3833573580607206,1045.597849187921,5,"POLYGON ((205709.813476563 445061.935058594, 205710.582519531 445060.005859375, 205699.649902344 445055.560058594, 205704.899902344 445043.319824219, 205706.553710938 445041.526855469, 205696.217773438 445037.450195313, 205697.770019531 445044.689941406, 205694.359863281 445046.870117188, 205692.189941406 445047.470214844, 205692.819824219 445054.939941406, 205709.813476563 445061.935058594))",0,0,0,0
2.7184944667768947,0.42242263070137626,1467.5438508609361,5,"POLYGON ((204057.83119419168 446821.0361407506, 204062.03941582562 446829.16644348094, 204061.7054849709 446832.79760739766, 204071.88121093408 446836.5828764258, 204073.35046287763 446839.6968133808, 204084.8762999247 446842.3620783269, 204085.41 446839.41, 204080.88 446838.76, 204078.19 446837.34, 204070.14 446828.69, 204068.96 446824.37, 204069.2055372982 446822.48909164005, 204057.83119419168 446821.0361407506))",0,0,0,0
19.35603776293602,0.43522696924852294,826.8550324499472,5,"POLYGON ((203095.683 447564.191, 203098.68 447572.25, 203083.03 447524.33, 203079.68 447515.57, 203058.14 447451.31, 203058.59 447449.62, 203051.952 447451.057, 203095.683 447564.191))",0,0,0,0
1.2154822699364027,0.5883475292830789,1239.4071669657876,5,"POLYGON ((201881.078125 446293.75, 201894.609375 446300.5, 201902.3125 446282.9375, 201902.703125 446282.875, 201913.53125 446288.65625, 201914.078125 446286, 201903.453125 446280.59375, 201901.46875 446279.3125, 201891.484375 446274.34375, 201887.328125 446281.59375, 201881.078125 446293.75))",0,0,0,0
1.8965251333071387,0.41685712785866563,723.790452392257,5,"POLYGON ((201746.5625 446498.9375, 201747.25 446497.875, 201722.3125 446482.8125, 201715.703125 446493.8125, 201714.5 446495.65625, 201723.078125 446501.25, 201730.75 446489.84375, 201746.5625 446498.9375))",0,0,0,0
1.1531419392184614,0.5430987831030192,702.929153299299,5,"POLYGON ((201865.1875 446581.71875, 201869.0625 446568, 201878.421875 446570.4375, 201878.84375 446567.34375, 201860.84375 446561.875, 201860.15625 446564.75, 201855.4375 446575.78125, 201865.1875 446581.71875))",0,0,0,0
1.280849023442219,0.57210021835472,1030.648281571967,5,"POLYGON ((201905.17 446747.02, 201907.069 446731.405, 201919.53 446732.77, 201920.177734375 446729.802246094, 201920.17136223594 446729.80224471894, 201920.140625 446729.1875, 201895.796875 446726.28125, 201895.28125 446729.78125, 201895.287109375 446729.796875, 201893.2 446745.28, 201905.17 446747.02))",0,0,0,0
2.408302864348389,0.5500858621698422,714.0388251263181,5,"POLYGON ((202013.401 446843.208, 202019.41 446833.68, 202020.34 446834.29, 202022.64 446830.65, 202008.47 446821.34, 202002.313 446831.577, 201984.52 446820.03, 201984.111 446824.33, 202013.401 446843.208))",0,0,0,0
1.867916258910519,0.5886895134533627,894.5144981475084,5,"POLYGON ((202143.683837891 446573.462402344, 202144.737060547 446571.69140625, 202134.420410156 446560.312988281, 202140.439941406 446554.799804688, 202128.479980469 446541.790039063, 202115.639892578 446553.629882813, 202117.649902344 446556.299804688, 202128.370117188 446568.5, 202134 446562.810058594, 202143.683837891 446573.462402344))",0,0,0,0
1.7074909123687367,0.5888463977808589,694.2599632085988,5,"POLYGON ((202139.602050781 446553.888183594, 202149.870117188 446544.540039063, 202140.590087891 446536.33984375, 202151.949951172 446529.600097656, 202150.010009766 446527.890136719, 202138.429931641 446534.720214844, 202138.620117188 446534.970214844, 202129.679931641 446543.08984375, 202139.602050781 446553.888183594))",0,0,0,0
1.373972813246828,0.5439739750297629,704.8347123483221,5,"POLYGON ((202211.810058594 446539.58984375, 202225.340087891 446518.240234375, 202222.830078125 446516.58984375, 202215.646484375 446527.927734375, 202203.342773438 446520.291992188, 202201.629882813 446522.75, 202201.040039063 446522.200195313, 202196.350097656 446529.549804688, 202211.810058594 446539.58984375))",0,0,0,0
2.2811138922459513,0.42409582194209045,964.1916577696954,5,"POLYGON ((202263.92 446731.25, 202275.56 446738.55, 202275.867 446751.683, 202278.244 446751.557, 202277.712 446738.322, 202277.409912109 446729.890625, 202277.330078125 446725.149902344, 202270.129882813 446720.810058594, 202263.92 446731.25))",0,0,0,0
1.8344134828325,0.5212391908502781,714.0000126693658,5,"POLYGON ((202228.39 446805.21, 202231.61 446807.3, 202237.51 446796.91, 202253.06 446796.548, 202252.98 446784.13, 202252.35 446784.16, 202243.9 446779.043, 202228.39 446805.21))",0,0,0,0
6.094478568289934,0.5055198529969657,717.6148210310278,5,"POLYGON ((202163.8 446793.88, 202202.32 446818.47, 202202.911 446821.056, 202206.807 446814.495, 202204.47 446815.1, 202165.95 446790.51, 202165.282 446787.55, 202160.972 446794.495, 202163.8 446793.88))",0,0,0,0
1.769756488163945,0.554814536148661,717.2251725274791,5,"POLYGON ((202401.02 447015.17, 202401.148 447020.171, 202413.33 447019.55, 202414.099 447034.324, 202417.1 447034.182, 202415.7 447007.32, 202400.66 447008.1, 202401.02 447015.17))",0,0,0,0
1.4246543399793015,0.43856241218611003,718.8665162483549,5,"POLYGON ((202377.874511719 446693.950195313, 202389.053955078 446693.200683594, 202388.629882813 446688.080078125, 202387.989990234 446672.649902344, 202365.669921875 446673.950195313, 202365.827880859 446676.62109375, 202376.959960938 446676.390136719, 202377.874511719 446693.950195313))",0,0,0,0
1.6306091304246302,0.5937673055810725,718.2556635540257,5,"POLYGON ((202527.82 446780.76, 202527.98 446785.11, 202528.18 446793.66, 202540.322 446792.866, 202541.093 446805, 202544.087 446803.468, 202542.74 446780.253, 202527.82 446780.76))",0,0,0,0
1.3644471405196488,0.5660945186488222,721.4222520692014,5,"POLYGON ((202513.32 446768.43, 202514.279 446785.993, 202527.98 446785.11, 202527.82 446780.76, 202527.206 446763.709, 202497.596 446764.956, 202497.785 446769.073, 202513.32 446768.43))",0,0,0,0
1.4902563360268435,0.5414939804287882,826.4903899277708,5,"POLYGON ((202713.42 446775.65, 202716.18 446777.66, 202716.64 446779.49, 202717.7 446779.45, 202718.332 446785.203, 202719.1 446793.59, 202726.701 446793.98, 202729.384 446778.311, 202713.42 446775.65))",0,0,0,0
1.3132618715796796,0.5455557368262647,717.0787838230688,5,"POLYGON ((203148.11 447174.83, 203149.17 447176.75, 203152.39 447188.6, 203162.17 447186.02, 203157.42 447168.84, 203134.983 447174.575, 203136.082 447178.43, 203148.11 447174.83))",0,0,0,0
1.8395629990199318,0.5679600040828894,718.4505395325078,5,"POLYGON ((203053.517 447138.421, 203068.36 447134.79, 203064.54 447120.79, 203061.043 447107.472, 203058.025 447108.312, 203062.013 447122.603, 203050.06 447125.888, 203053.517 447138.421))",0,0,0,0
2.0532962104247345,0.5899118879098901,715.9676681487588,5,"POLYGON ((203244.57 446894.8, 203258.89 446896.07, 203261.01 446880.46, 203252.47 446879.8, 203253.725 446865.18, 203251.007 446864.924, 203249.86 446879.59, 203246.15 446879.2, 203244.57 446894.8))",0,0,0,0
2.869076311752331,0.5523989608419784,889.4645780423552,5,"POLYGON ((203806.125 444834.375, 203822.421875 444830.59375, 203822.015625 444828.4375, 203819.5625 444817.53125, 203799.96875 444822.46875, 203800.1875 444823.21875, 203782.34375 444826.65625, 203783.03125 444829.59375, 203804.015625 444824.9375, 203806.125 444834.375))",0,0,0,0
1.8037002338891346,0.46912581806897535,1436.8677004648835,5,"POLYGON ((204025.75 444755.875, 204029.234375 444753.6875, 204019.90625 444738.3125, 204005.875 444732.65625, 204004.65625 444732.84375, 204003.59375 444733.125, 203991.484375 444740.96875, 203996.6875 444749.28125, 203999.65625 444753.65625, 204016.140625 444743.125, 204018.40625 444743.65625, 204025.75 444755.875))",0,0,0,0
1.6477755906377933,0.3833573580607206,1045.597849187921,5,"POLYGON ((205709.813476563 445061.935058594, 205710.582519531 445060.005859375, 205699.649902344 445055.560058594, 205704.899902344 445043.319824219, 205706.553710938 445041.526855469, 205696.217773438 445037.450195313, 205697.770019531 445044.689941406, 205694.359863281 445046.870117188, 205692.189941406 445047.470214844, 205692.819824219 445054.939941406, 205709.813476563 445061.935058594))",0,0,0,0
2.7184944667768947,0.42242263070137626,1467.5438508609361,5,"POLYGON ((204057.83119419168 446821.0361407506, 204062.03941582562 446829.16644348094, 204061.7054849709 446832.79760739766, 204071.88121093408 446836.5828764258, 204073.35046287763 446839.6968133808, 204084.8762999247 446842.3620783269, 204085.41 446839.41, 204080.88 446838.76, 204078.19 446837.34, 204070.14 446828.69, 204068.96 446824.37, 204069.2055372982 446822.48909164005, 204057.83119419168 446821.0361407506))",0,0,0,0
19.35603776293602,0.43522696924852294,826.8550324499472,5,"POLYGON ((203095.683 447564.191, 203098.68 447572.25, 203083.03 447524.33, 203079.68 447515.57, 203058.14 447451.31, 203058.59 447449.62, 203051.952 447451.057, 203095.683 447564.191))",0,0,0,0
1.2154822699364027,0.5883475292830789,1239.4071669657876,5,"POLYGON ((201881.078125 446293.75, 201894.609375 446300.5, 201902.3125 446282.9375, 201902.703125 446282.875, 201913.53125 446288.65625, 201914.078125 446286, 201903.453125 446280.59375, 201901.46875 446279.3125, 201891.484375 446274.34375, 201887.328125 446281.59375, 201881.078125 446293.75))",0,0,0,0
1.8965251333071387,0.41685712785866563,723.790452392257,5,"POLYGON ((201746.5625 446498.9375, 201747.25 446497.875, 201722.3125 446482.8125, 201715.703125 446493.8125, 201714.5 446495.65625, 201723.078125 446501.25, 201730.75 446489.84375, 201746.5625 446498.9375))",0,0,0,0
1.1531419392184614,0.5430987831030192,702.929153299299,5,"POLYGON ((201865.1875 446581.71875, 201869.0625 446568, 201878.421875 446570.4375, 201878.84375 446567.34375, 201860.84375 446561.875, 201860.15625 446564.75, 201855.4375 446575.78125, 201865.1875 446581.71875))",0,0,0,0
1.280849023442219,0.57210021835472,1030.648281571967,5,"POLYGON ((201905.17 446747.02, 201907.069 446731.405, 201919.53 446732.77, 201920.177734375 446729.802246094, 201920.17136223594 446729.80224471894, 201920.140625 446729.1875, 201895.796875 446726.28125, 201895.28125 446729.78125, 201895.287109375 446729.796875, 201893.2 446745.28, 201905.17 446747.02))",0,0,0,0
2.408302864348389,0.5500858621698422,714.0388251263181,5,"POLYGON ((202013.401 446843.208, 202019.41 446833.68, 202020.34 446834.29, 202022.64 446830.65, 202008.47 446821.34, 202002.313 446831.577, 201984.52 446820.03, 201984.111 446824.33, 202013.401 446843.208))",0,0,0,0
1.867916258910519,0.5886895134533627,894.5144981475084,5,"POLYGON ((202143.683837891 446573.462402344, 202144.737060547 446571.69140625, 202134.420410156 446560.312988281, 202140.439941406 446554.799804688, 202128.479980469 446541.790039063, 202115.639892578 446553.629882813, 202117.649902344 446556.299804688, 202128.370117188 446568.5, 202134 446562.810058594, 202143.683837891 446573.462402344))",0,0,0,0
1.7074909123687367,0.5888463977808589,694.2599632085988,5,"POLYGON ((202139.602050781 446553.888183594, 202149.870117188 446544.540039063, 202140.590087891 446536.33984375, 202151.949951172 446529.600097656, 202150.010009766 446527.890136719, 202138.429931641 446534.720214844, 202138.620117188 446534.970214844, 202129.679931641 446543.08984375, 202139.602050781 446553.888183594))",0,0,0,0
1.373972813246828,0.5439739750297629,704.8347123483221,5,"POLYGON ((202211.810058594 446539.58984375, 202225.340087891 446518.240234375, 202222.830078125 446516.58984375, 202215.646484375 446527.927734375, 202203.342773438 446520.291992188, 202201.629882813 446522.75, 202201.040039063 446522.200195313, 202196.350097656 446529.549804688, 202211.810058594 446539.58984375))",0,0,0,0
2.2811138922459513,0.42409582194209045,964.1916577696954,5,"POLYGON ((202263.92 446731.25, 202275.56 446738.55, 202275.867 446751.683, 202278.244 446751.557, 202277.712 446738.322, 202277.409912109 446729.890625, 202277.330078125 446725.149902344, 202270.129882813 446720.810058594, 202263.92 446731.25))",0,0,0,0
1.8344134828325,0.5212391908502781,714.0000126693658,5,"POLYGON ((202228.39 446805.21, 202231.61 446807.3, 202237.51 446796.91, 202253.06 446796.548, 202252.98 446784.13, 202252.35 446784.16, 202243.9 446779.043, 202228.39 446805.21))",0,0,0,0
6.094478568289934,0.5055198529969657,717.6148210310278,5,"POLYGON ((202163.8 446793.88, 202202.32 446818.47, 202202.911 446821.056, 202206.807 446814.495, 202204.47 446815.1, 202165.95 446790.51, 202165.282 446787.55, 202160.972 446794.495, 202163.8 446793.88))",0,0,0,0
1.769756488163945,0.554814536148661,717.2251725274791,5,"POLYGON ((202401.02 447015.17, 202401.148 447020.171, 202413.33 447019.55, 202414.099 447034.324, 202417.1 447034.182, 202415.7 447007.32, 202400.66 447008.1, 202401.02 447015.17))",0,0,0,0
1.4246543399793015,0.43856241218611003,718.8665162483549,5,"POLYGON ((202377.874511719 446693.950195313, 202389.053955078 446693.200683594, 202388.629882813 446688.080078125, 202387.989990234 446672.649902344, 202365.669921875 446673.950195313, 202365.827880859 446676.62109375, 202376.959960938 446676.390136719, 202377.874511719 446693.950195313))",0,0,0,0
1.6306091304246302,0.5937673055810725,718.2556635540257,5,"POLYGON ((202527.82 446780.76, 202527.98 446785.11, 202528.18 446793.66, 202540.322 446792.866, 202541.093 446805, 202544.087 446803.468, 202542.74 446780.253, 202527.82 446780.76))",0,0,0,0
1.3644471405196488,0.5660945186488222,721.4222520692014,5,"POLYGON ((202513.32 446768.43, 202514.279 446785.993, 202527.98 446785.11, 202527.82 446780.76, 202527.206 446763.709, 202497.596 446764.956, 202497.785 446769.073, 202513.32 446768.43))",0,0,0,0
1.4902563360268435,0.5414939804287882,826.4903899277708,5,"POLYGON ((202713.42 446775.65, 202716.18 446777.66, 202716.64 446779.49, 202717.7 446779.45, 202718.332 446785.203, 202719.1 446793.59, 202726.701 446793.98, 202729.384 446778.311, 202713.42 446775.65))",0,0,0,0
1.3132618715796796,0.5455557368262647,717.0787838230688,5,"POLYGON ((203148.11 447174.83, 203149.17 447176.75, 203152.39 447188.6, 203162.17 447186.02, 203157.42 447168.84, 203134.983 447174.575, 203136.082 447178.43, 203148.11 447174.83))",0,0,0,0
1.8395629990199318,0.5679600040828894,718.4505395325078,5,"POLYGON ((203053.517 447138.421, 203068.36 447134.79, 203064.54 447120.79, 203061.043 447107.472, 203058.025 447108.312, 203062.013 447122.603, 203050.06 447125.888, 203053.517 447138.421))",0,0,0,0
2.0532962104247345,0.5899118879098901,715.9676681487588,5,"POLYGON ((203244.57 446894.8, 203258.89 446896.07, 203261.01 446880.46, 203252.47 446879.8, 203253.725 446865.18, 203251.007 446864.924, 203249.86 446879.59, 203246.15 446879.2, 203244.57 446894.8))",0,0,0,0
2.869076311752331,0.5523989608419784,889.4645780423552,5,"POLYGON ((203806.125 444834.375, 203822.421875 444830.59375, 203822.015625 444828.4375, 203819.5625 444817.53125, 203799.96875 444822.46875, 203800.1875 444823.21875, 203782.34375 444826.65625, 203783.03125 444829.59375, 203804.015625 444824.9375, 203806.125 444834.375))",0,0,0,0
1.8037002338891346,0.46912581806897535,1436.8677004648835,5,"POLYGON ((204025.75 444755.875, 204029.234375 444753.6875, 204019.90625 444738.3125, 204005.875 444732.65625, 204004.65625 444732.84375, 204003.59375 444733.125, 203991.484375 444740.96875, 203996.6875 444749.28125, 203999.65625 444753.65625, 204016.140625 444743.125, 204018.40625 444743.65625, 204025.75 444755.875))",0,0,0,0
1.6477755906377933,0.3833573580607206,1045.597849187921,5,"POLYGON ((205709.813476563 445061.935058594, 205710.582519531 445060.005859375, 205699.649902344 445055.560058594, 205704.899902344 445043.319824219, 205706.553710938 445041.526855469, 205696.217773438 445037.450195313, 205697.770019531 445044.689941406, 205694.359863281 445046.870117188, 205692.189941406 445047.470214844, 205692.819824219 445054.939941406, 205709.813476563 445061.935058594))",0,0,0,0
2.7184944667768947,0.42242263070137626,1467.5438508609361,5,"POLYGON ((204057.83119419168 446821.0361407506, 204062.03941582562 446829.16644348094, 204061.7054849709 446832.79760739766, 204071.88121093408 446836.5828764258, 204073.35046287763 446839.6968133808, 204084.8762999247 446842.3620783269, 204085.41 446839.41, 204080.88 446838.76, 204078.19 446837.34, 204070.14 446828.69, 204068.96 446824.37, 204069.2055372982 446822.48909164005, 204057.83119419168 446821.0361407506))",0,0,0,0
19.35603776293602,0.43522696924852294,826.8550324499472,5,"POLYGON ((203095.683 447564.191, 203098.68 447572.25, 203083.03 447524.33, 203079.68 447515.57, 203058.14 447451.31, 203058.59 447449.62, 203051.952 447451.057, 203095.683 447564.191))",0,0,0,0
1.2154822699364027,0.5883475292830789,1239.4071669657876,5,"POLYGON ((201881.078125 446293.75, 201894.609375 446300.5, 201902.3125 446282.9375, 201902.703125 446282.875, 201913.53125 446288.65625, 201914.078125 446286, 201903.453125 446280.59375, 201901.46875 446279.3125, 201891.484375 446274.34375, 201887.328125 446281.59375, 201881.078125 446293.75))",0,0,0,0
1.8965251333071387,0.41685712785866563,723.790452392257,5,"POLYGON ((201746.5625 446498.9375, 201747.25 446497.875, 201722.3125 446482.8125, 201715.703125 446493.8125, 201714.5 446495.65625, 201723.078125 446501.25, 201730.75 446489.84375, 201746.5625 446498.9375))",0,0,0,0
1.1531419392184614,0.5430987831030192,702.929153299299,5,"POLYGON ((201865.1875 446581.71875, 201869.0625 446568, 201878.421875 446570.4375, 201878.84375 446567.34375, 201860.84375 446561.875, 201860.15625 446564.75, 201855.4375 446575.78125, 201865.1875 446581.71875))",0,0,0,0
1.280849023442219,0.57210021835472,1030.648281571967,5,"POLYGON ((201905.17 446747.02, 201907.069 446731.405, 201919.53 446732.77, 201920.177734375 446729.802246094, 201920.17136223594 446729.80224471894, 201920.140625 446729.1875, 201895.796875 446726.28125, 201895.28125 446729.78125, 201895.287109375 446729.796875, 201893.2 446745.28, 201905.17 446747.02))",0,0,0,0
2.408302864348389,0.5500858621698422,714.0388251263181,5,"POLYGON ((202013.401 446843.208, 202019.41 446833.68, 202020.34 446834.29, 202022.64 446830.65, 202008.47 446821.34, 202002.313 446831.577, 201984.52 446820.03, 201984.111 446824.33, 202013.401 446843.208))",0,0,0,0
1.867916258910519,0.5886895134533627,894.5144981475084,5,"POLYGON ((202143.683837891 446573.462402344, 202144.737060547 446571.69140625, 202134.420410156 446560.312988281, 202140.439941406 446554.799804688, 202128.479980469 446541.790039063, 202115.639892578 446553.629882813, 202117.649902344 446556.299804688, 202128.370117188 446568.5, 202134 446562.810058594, 202143.683837891 446573.462402344))",0,0,0,0
1.7074909123687367,0.5888463977808589,694.2599632085988,5,"POLYGON ((202139.602050781 446553.888183594, 202149.870117188 446544.540039063, 202140.590087891 446536.33984375, 202151.949951172 446529.600097656, 202150.010009766 446527.890136719, 202138.429931641 446534.720214844, 202138.620117188 446534.970214844, 202129.679931641 446543.08984375, 202139.602050781 446553.888183594))",0,0,0,0
1.373972813246828,0.5439739750297629,704.8347123483221,5,"POLYGON ((202211.810058594 446539.58984375, 202225.340087891 446518.240234375, 202222.830078125 446516.58984375, 202215.646484375 446527.927734375, 202203.342773438 446520.291992188, 202201.629882813 446522.75, 202201.040039063 446522.200195313, 202196.350097656 446529.549804688, 202211.810058594 446539.58984375))",0,0,0,0
2.2811138922459513,0.42409582194209045,964.1916577696954,5,"POLYGON ((202263.92 446731.25, 202275.56 446738.55, 202275.867 446751.683, 202278.244 446751.557, 202277.712 446738.322, 202277.409912109 446729.890625, 202277.330078125 446725.149902344, 202270.129882813 446720.810058594, 202263.92 446731.25))",0,0,0,0
1.8344134828325,0.5212391908502781,714.0000126693658,5,"POLYGON ((202228.39 446805.21, 202231.61 446807.3, 202237.51 446796.91, 202253.06 446796.548, 202252.98 446784.13, 202252.35 446784.16, 202243.9 446779.043, 202228.39 446805.21))",0,0,0,0
6.094478568289934,0.5055198529969657,717.6148210310278,5,"POLYGON ((202163.8 446793.88, 202202.32 446818.47, 202202.911 446821.056, 202206.807 446814.495, 202204.47 446815.1, 202165.95 446790.51, 202165.282 446787.55, 202160.972 446794.495, 202163.8 446793.88))",0,0,0,0
1.769756488163945,0.554814536148661,717.2251725274791,5,"POLYGON ((202401.02 447015.17, 202401.148 447020.171, 202413.33 447019.55, 202414.099 447034.324, 202417.1 447034.182, 202415.7 447007.32, 202400.66 447008.1, 202401.02 447015.17))",0,0,0,0
1.4246543399793015,0.43856241218611003,718.8665162483549,5,"POLYGON ((202377.874511719 446693.950195313, 202389.053955078 446693.200683594, 202388.629882813 446688.080078125, 202387.989990234 446672.649902344, 202365.669921875 446673.950195313, 202365.827880859 446676.62109375, 202376.959960938 446676.390136719, 202377.874511719 446693.950195313))",0,0,0,0
